"Date","FR","DE","Gaz"
2021-02-26,47.66,48.09,15.825
2021-03-01,50.03,52.39,16.425
2021-03-02,54.27,53.95,16.125
2021-03-03,53.07,52.18,15.9625
2021-03-04,54.3,52.44,16.4
2021-03-05,52.36,53.07,16.7
2021-03-08,61.98,60.35,16.775
2021-03-09,61.3,60.97,17.15
2021-03-10,53.56,48.27,17.7
2021-03-11,39.43,24.72,18.0375
2021-03-12,37.31,22.31,18.6
2021-03-15,50.06,46.65,18.4
2021-03-16,56.26,56.12,17.925
2021-03-17,56.38,58.64,18.6
2021-03-18,64.67,63.98,17.7
2021-03-19,56.44,56.49,17.775
2021-03-22,61.31,60.59,18.525
2021-03-23,63.47,61.75,18.5
2021-03-24,61.27,56.05,18.725
2021-03-25,59.42,58.78,18.1
2021-03-26,53.51,50.04,18.5
2021-03-29,47.59,43.76,18.275
2021-03-30,56,55.29,18.7
2021-03-31,56.82,58.51,19.2
2021-04-01,52.86,52.29,19.125
2021-04-06,59.8,45.97,20.4
2021-04-07,75.26,48.23,20.025
2021-04-08,71.69,58.17,19.55
2021-04-09,71.96,56.17,19.475
2021-04-12,73.22,62.82,20.725
2021-04-13,83.68,59.62,20.3
2021-04-14,79.89,70.32,20.4
2021-04-15,74.82,67.62,20.775
2021-04-16,71.19,64.27,21.05
2021-04-19,82.42,74.87,21.5
2021-04-20,81.22,76.23,21.475
2021-04-21,77.76,58.79,21.375
2021-04-22,69.89,48.95,21.7
2021-04-23,65.1,61.43,20.15
2021-04-26,60.74,63.13,20.4375
2021-04-27,67.54,60.38,21.85
2021-04-28,69.24,61.47,21.9
2021-04-29,69.31,59.4,22.7
2021-04-30,73.37,70.06,23.425
2021-05-04,38.49,28.57,23.975
2021-05-05,63.36,35.12,25
2021-05-06,73.32,67.57,25
2021-05-07,72.46,68.9,24.15
2021-05-10,60.35,60.63,25.35
2021-05-11,71.57,71.81,26.05
2021-05-12,69.27,69.36,26.05
2021-05-13,63.41,59.56,26.375
2021-05-14,71.31,68.39,27.325
2021-05-17,70.58,71.4,26.975
2021-05-18,74.52,74.6,25.575
2021-05-19,76.14,77.41,23.2
2021-05-20,66.29,68.82,24.8
2021-05-21,26.55,35.02,24.8
2021-05-24,33.73,26.71,24.825
2021-05-25,61.06,60.05,26.325
2021-05-26,68.92,65.19,26.775
2021-05-27,72.94,72.01,25.425
2021-05-28,73.55,74.62,25.325
2021-06-01,68.44,68.55,26.125
2021-06-02,65.6,65.78,25.4625
2021-06-03,65.79,61.92,26.025
2021-06-04,72.37,72.27,25.85
2021-06-07,77.73,76.18,26.7
2021-06-08,76.13,77.18,28.425
2021-06-09,76.27,77.84,28
2021-06-10,78.41,78.75,28.325
2021-06-11,77.21,76.23,27.9
2021-06-14,75.9,75.6,28.875
2021-06-15,82.47,82.76,28.15
2021-06-16,86.18,83.66,28.25
2021-06-17,82.82,78.68,28.55
2021-06-18,81.07,80.79,29.55
2021-06-21,78.19,80.39,29.9
2021-06-22,83.29,84.2,31.25
2021-06-23,84.97,94.68,32.025
2021-06-24,89.15,96.57,31.975
2021-06-25,86.78,89.97,32.2
2021-06-28,87.96,88.23,32.25
2021-06-29,90.18,91.97,33.65
2021-06-30,90.14,91.74,35.475
2021-07-01,88.57,89.57,36.675
2021-07-02,96.5,98.08,36.3
2021-07-05,92.98,94.73,37.8
2021-07-06,80.63,81.3,34
2021-07-07,98.73,100.1,32.7
2021-07-08,93.63,107.1,34.025
2021-07-09,90.67,91.64,36.875
2021-07-12,93.85,92.49,34.9
2021-07-13,93.41,93.94,35.35
2021-07-14,69.33,86.61,34.275
2021-07-15,75.02,88.6,33.9
2021-07-16,83.02,85.08,35.25
2021-07-19,90.25,89.34,36.18
2021-07-20,90.9,91.86,35.4
2021-07-21,91.02,92.98,35.95
2021-07-22,88.43,89.93,35.8
2021-07-23,87.73,88.48,35.65
2021-07-26,86.49,89.15,36.95
2021-07-27,84.5,86.96,37.725
2021-07-28,64.79,78.18,39.8
2021-07-29,49.07,48.97,41.25
2021-07-30,39.63,67.28,40.55
2021-08-02,82.45,79.12,42.1
2021-08-03,90.7,97.01,41.25
2021-08-04,91.64,98.31,41.825
2021-08-05,79.71,92.29,42.55
2021-08-06,23.5,70.88,43
2021-08-09,69.14,73.08,43.3
2021-08-10,87.59,91.75,44.625
2021-08-11,99.67,102.07,46.275
2021-08-12,104.6,104.7,45.6
2021-08-13,92.56,94.27,44.3
2021-08-16,49.83,66.28,47.7
2021-08-17,67.28,58.17,46.6
2021-08-18,80.82,78.44,44.8
2021-08-19,96.24,94.81,40.175
2021-08-20,101.74,103.07,41.575
2021-08-23,91.02,91.1,42.05
2021-08-24,78.48,96.8,45.2
2021-08-25,86.58,84.27,45.275
2021-08-26,93.95,92.2,45.2
2021-08-27,96.12,93.92,47.725
2021-08-31,108.22,110.26,50.45
2021-09-01,104.01,114.27,49.675
2021-09-02,107.81,119.09,51.55
2021-09-03,111.25,109.94,50.925
2021-09-06,124.51,128.37,52.075
2021-09-07,123.78,128.73,53.475
2021-09-08,121.99,122.75,54.7
2021-09-09,132.51,129.69,56.175
2021-09-10,138.76,137.61,58.225
2021-09-13,140.36,140.75,61.575
2021-09-14,146.54,144.66,66.05
2021-09-15,166.51,165.87,70.05
2021-09-16,169.98,157.26,60.725
2021-09-17,158.05,158.8,65.475
2021-09-20,153.75,156.26,73.4
2021-09-21,146.84,150.84,71.85
2021-09-22,149.47,145.04,68.5
2021-09-23,145.78,74.43,67.3
2021-09-24,148.73,114.36,68.2
2021-09-27,146.56,144.52,75.75
2021-09-28,158.9,160.14,78.15
2021-09-29,153.09,134.55,80.825
2021-09-30,161.03,111.69,85.4
2021-10-01,143.38,107.04,85.15
2021-10-04,160.05,166.62,89.5
2021-10-05,156.55,156.61,116.1
2021-10-06,197.06,195.83,101
2021-10-07,291.24,314.36,92.7
2021-10-08,203.97,208.2,80.3
2021-10-11,184.67,173.5,83.25
2021-10-12,187.9,173.49,85.2
2021-10-13,196.03,190.36,91.35
2021-10-14,200.3,160.12,99.5
2021-10-15,214.63,131.71,87.9
2021-10-18,194.17,199.42,85.25
2021-10-19,157.08,139.84,87
2021-10-20,100.23,62.05,90.775
2021-10-21,166.48,59.48,86
2021-10-22,213.06,70.43,87.05
2021-10-25,208.47,182.08,88.175
2021-10-26,214.87,178.2,86.975
2021-10-27,204.26,146.07,84.7
2021-10-28,187.09,151.24,72.7
2021-10-29,151.33,117.01,60.8
2021-11-01,95.14,92.36,63.3
2021-11-02,204.02,204.47,69.375
2021-11-03,186.84,201.46,78.4
2021-11-04,178.77,172.91,72.575
2021-11-05,189.14,156.37,73.2
2021-11-08,209.41,175.67,77
2021-11-09,191.64,167.47,70.5
2021-11-10,231.6,189.96,70.05
2021-11-11,187.88,187.34,74.025
2021-11-12,187.21,163.7,72.75
2021-11-15,228.76,216.15,79.55
2021-11-16,237.44,236.16,93.6
2021-11-17,215.73,171.99,93.1
2021-11-18,238.75,132.86,91.525
2021-11-19,244.14,132.04,86.4
2021-11-22,252.6,229.39,83.7
2021-11-23,270.23,239.34,91.275
2021-11-24,296.31,278.58,93.25
2021-11-25,303.21,234.17,91.9
2021-11-26,273.93,196.12,87.5
2021-11-29,303.45,276.54,93.075
2021-11-30,270.08,126.44,90.8
2021-12-01,281.44,92.16,94.975
2021-12-02,279.66,205.88,92.6
2021-12-03,297.27,143.06,89.2
2021-12-06,282.54,265.98,89.4
2021-12-07,259.05,220.64,96.015
2021-12-08,247.95,184.27,102.9
2021-12-09,287.25,276.56,100.575
2021-12-10,247.19,251.99,103.6
2021-12-13,303.16,262.01,116.95
2021-12-14,329.45,296.13,127.225
2021-12-15,346.11,288.99,128.95
2021-12-16,353.02,350.11,134.8
2021-12-17,342.11,345.42,135.05
2021-12-20,382.54,346.06,148
2021-12-21,445.07,421.87,182.75
2021-12-22,453.86,420.12,166
2021-12-23,413.88,288.36,123.95
2021-12-24,315.44,205.92,96
2021-12-29,153.98,156.57,88.3
2021-12-30,107.74,76.69,78.625
2021-12-31,118.69,17.1,64.4
2022-01-04,156.07,154.85,85.7
2022-01-05,189.18,114.13,92.425
2022-01-06,226.03,193.29,96.8
2022-01-07,214.73,166.23,86.725
2022-01-10,264.12,263.75,84
2022-01-11,253.39,256.79,80.85
2022-01-12,237.23,237.96,74.7
2022-01-13,224.32,179.35,84.375
2022-01-14,234.29,179.86,83.925
2022-01-17,260.54,142.77,76.1
2022-01-18,244.74,234.77,79.2
2022-01-19,235.8,165.22,74.4
2022-01-20,228.16,116.44,76
2022-01-21,216.72,161.11,80.2
2022-01-24,248.25,241.12,91.25
2022-01-25,296.13,282.02,92.275
2022-01-26,275.19,223.73,90.5
2022-01-27,263.76,117.79,90.35
2022-01-28,252.61,174.84,90.675
2022-01-31,213.46,193.67,83
2022-02-01,212.78,145.01,75.9
2022-02-02,205.98,152.7,76.075
2022-02-03,205.97,197.99,79.65
2022-02-04,193.87,136.38,81.85
2022-02-07,205.95,102.53,77.6
2022-02-08,202.99,138.2,75.665
2022-02-09,209.54,167.87,75.325
2022-02-10,204.72,192.23,74.675
2022-02-11,206.95,184.7,75.95
2022-02-14,189.13,108.55,79.325
2022-02-15,191.73,154.38,68.075
2022-02-16,149.08,115.58,69.05
2022-02-17,136.75,71.74,74
2022-02-18,155.18,117.72,72.85
2022-02-21,155.9,80.51,71.575
2022-02-22,175.08,122.56,78.85
2022-02-23,189.64,134.19,88.85
2022-02-24,189.03,125.07,118
2022-02-25,247.74,120.44,89.95
2022-02-28,253.28,219.69,98.525
2022-03-01,269.64,250.05,123
2022-03-02,277.36,279.19,175.05
2022-03-03,347.5,329.87,140
2022-03-04,364.76,367.42,194.825
2022-03-07,424.11,399.53,212.075
2022-03-08,541.39,512.17,208.95
2022-03-09,458.31,457.92,148.975
2022-03-10,362.94,277.58,120.325
2022-03-11,279.49,97.86,130.375
2022-03-14,299.49,273.67,109.5
2022-03-15,295.96,301.25,109.35
2022-03-16,278.03,232.99,97.6
2022-03-17,258.46,227.3,101
2022-03-18,234.7,230.88,95.35
2022-03-21,243.17,210.77,91.6
2022-03-22,239.78,236.52,94.625
2022-03-23,242.5,235.63,109.935
2022-03-24,249.95,239.26,98.725
2022-03-25,272.94,242.85,95.5
2022-03-28,251.62,223.08,102.75
2022-03-29,263.03,249.46,106.3
2022-03-30,302.06,267.97,115.75
2022-03-31,294.16,201.56,124.5
2022-04-01,320.47,167.19,111.7
2022-04-04,548.31,85.82,109.25
2022-04-05,307.43,192.91,107.125
2022-04-06,271.35,113.33,106.15
2022-04-07,216.69,75.48,103.05
2022-04-08,251.32,133.07,102.5
2022-04-11,227.25,233.61,100.925
2022-04-12,242.61,181.41,102.55
2022-04-13,236.72,226.87,103.6
2022-04-14,226.97,228.47,87
2022-04-19,217.07,223.94,91.2
2022-04-20,205.52,203.98,91.025
2022-04-21,204.16,196.66,98.15
2022-04-22,198.28,163.57,92.025
2022-04-25,227,229.72,93.635
2022-04-26,240.9,239.4,97.41
2022-04-27,222.52,227.18,103.55
2022-04-28,229.89,234.22,99.175
2022-04-29,227.53,226.75,95.5
2022-05-03,219.85,219.37,96.225
2022-05-04,235.75,230.59,101.7
2022-05-05,234.31,234.92,96
2022-05-06,225.68,227.96,86.975
2022-05-09,219.82,219.3,83
2022-05-10,206.21,182.9,81.5
2022-05-11,188.55,155.82,82.075
2022-05-12,199.65,169.42,88
2022-05-13,202.78,164.57,93.05
2022-05-16,220.99,210.95,92.5
2022-05-17,229.6,226.24,92
2022-05-18,212.81,207.33,89.075
2022-05-19,214.93,210.99,88.4
2022-05-20,204.75,202.74,84.95
2022-05-23,190.97,185.8,77.35
2022-05-24,184.51,168.78,79.075
2022-05-25,189.68,173.6,81.65
2022-05-26,165.58,67.67,82.275
2022-05-27,162.66,51.91,83.1
2022-05-30,225.38,217.19,87.1
2022-05-31,212.85,214.77,85.9
2022-06-01,214.29,211.81,76.275
2022-06-06,153.91,116.79,77.325
2022-06-07,188.85,194.27,78.3
2022-06-08,192.06,190.31,75.5
2022-06-09,185.76,184.06,83.25
2022-06-10,195.58,187.39,80.125
2022-06-13,203.68,166.94,80.3
2022-06-14,211.87,197.76,95.5
2022-06-15,238.23,210.93,109.7
2022-06-16,276.42,199.88,117
2022-06-17,305.89,245.36,106.75
2022-06-20,307.43,263.6,118
2022-06-21,355.94,287.33,123.55
2022-06-22,382.97,321.6,125.45
2022-06-23,353.82,293.68,128.6
2022-06-24,297.75,278.65,126.3
2022-06-27,336.5,316.08,129.075
2022-06-28,366.67,329.64,130
2022-06-29,335.72,319.01,139.2
2022-06-30,363.34,323.52,144.8
2022-07-01,337.9,314.03,145.85
2022-07-04,372.88,312.6,162.325
2022-07-05,371.02,316.61,160
2022-07-06,394.63,296.81,175.25
2022-07-07,380.3,213.33,185.525
2022-07-08,405.87,303.74,169
2022-07-11,390.23,384.1,162
2022-07-12,433.95,374.21,173.5
2022-07-13,447.88,341.93,181.825
2022-07-14,381.14,356.53,169.535
2022-07-15,400.19,333.04,154.5
2022-07-18,488.22,404.13,155.325
2022-07-19,522.3,392.54,151.3
2022-07-20,593.22,336.56,154.2
2022-07-21,551.59,396.73,154.775
2022-07-22,491.39,382.09,160.5
2022-07-25,379.28,324.14,174.45
2022-07-26,535.61,322.41,201.725
2022-07-27,529,415.04,203.9
2022-07-28,537.98,488.89,200
2022-07-29,495.8,449.87,191.8
2022-08-01,459.03,439.57,198.3
2022-08-02,475.45,398.6,200.3
2022-08-03,506.06,395.78,196
2022-08-04,478.32,412.58,198.15
2022-08-05,409.01,381.97,192.35
2022-08-08,362.44,369.91,190.875
2022-08-09,345.81,350.84,192.35
2022-08-10,337.13,339.49,202.475
2022-08-11,385.28,362.85,206.15
2022-08-12,444.95,416.48,199.975
2022-08-15,431.3,411.71,220.525
2022-08-16,505.48,488.13,223.4
2022-08-17,552.68,548.96,226.025
2022-08-18,552.54,557.17,238.7
2022-08-19,511.28,524.19,245.8
2022-08-22,574.38,556.11,282.025
2022-08-23,615.06,604.22,264.5
2022-08-24,643.23,618.09,292.5
2022-08-25,635.23,598.13,308
2022-08-26,712.24,695.29,305
2022-08-30,740.12,648.91,244
2022-08-31,650.95,618.96,230.525
2022-09-01,626.1,573.43,225.5
2022-09-02,522.51,406.9,174.8
2022-09-05,457.06,407.91,219.5
2022-09-06,515.64,446.22,229.875
2022-09-07,470.94,476.34,209.5
2022-09-08,440.44,429.4,206
2022-09-09,356.76,362.05,190.5
2022-09-12,415.15,415.04,190.5
2022-09-13,445.81,395.43,199.3
2022-09-14,462.73,446.69,219.775
2022-09-15,442.89,352.64,196.925
2022-09-16,381.88,217.39,173.25
2022-09-19,323.31,288.51,158.5
2022-09-20,381.33,374.92,176
2022-09-21,385.31,386.01,171.375
2022-09-22,407.83,390.22,169.5
2022-09-23,400.68,371.73,170.425
2022-09-26,274.9,259.98,168.7
2022-09-27,359,311.05,204
2022-09-28,397.27,399.21,197
2022-09-29,459.97,420.66,178
2022-09-30,329.69,306.35,159
2022-10-03,289.5,204.45,126.5
2022-10-04,298.75,249.85,80
2022-10-05,217.88,104.99,101.3
2022-10-06,258.34,118.61,129.5
2022-10-07,267.42,156.91,99.6
2022-10-10,207.43,186.8,103
2022-10-11,274.03,257.55,101.2
2022-10-12,286.2,278.72,103.375
2022-10-13,260.83,260.88,85.15
2022-10-14,256.92,253.9,65.75
2022-10-17,175.74,171.97,64.3
2022-10-18,190.24,186.15,71.4
2022-10-19,156.49,169.25,64
2022-10-20,144.84,137.07,54.5
2022-10-21,158.89,166.92,37.775
2022-10-24,88.6,98.61,27.6
2022-10-25,112.05,107.27,41
2022-10-26,111.32,123.49,29.5
2022-10-27,121.08,122.14,29.4
2022-10-28,108.81,106.26,36.9
2022-10-31,142.51,132.16,29.35
2022-11-01,89.96,70.21,23.7
2022-11-02,118.59,78.44,60
2022-11-03,122.68,103.27,66.1
2022-11-04,186.14,182,59.45
2022-11-07,122.94,88.23,65
2022-11-08,114.45,94.74,88.2
2022-11-09,139.4,130.15,86.225
2022-11-10,158.15,135.8,67.4
2022-11-11,138.47,129.96,69.35
2022-11-14,194.65,167.64,112
2022-11-15,183,173.68,115.9
2022-11-16,174.59,149.25,98.9
2022-11-17,163.96,96.52,107.4
2022-11-18,238.54,172.5,107.9
2022-11-21,244.2,224.43,112.1
2022-11-22,212.1,201.62,117
2022-11-23,185.52,183.43,129.355
2022-11-24,239,239.22,120
2022-11-25,262.07,255.38,125.8
2022-11-28,319.79,289.12,125.3
2022-11-29,374.31,372.07,132.65
2022-11-30,396.21,396.19,139.9
2022-12-01,392.75,396.32,135.4
2022-12-02,383.9,349.26,133.65
2022-12-05,374.3,347.79,136
2022-12-06,419.72,388.65,139.9
2022-12-07,429.87,312.27,148.82
2022-12-08,417.58,391.1,137
2022-12-09,447.1,417.72,144.95
2022-12-12,465.27,430.9,137.275
2022-12-13,464.87,431.49,138.85
2022-12-14,449.74,441.21,133.15
2022-12-15,403.8,405.29,134.1
2022-12-16,410.39,420.75,117.625
2022-12-19,199.63,169.88,106.7
2022-12-20,204.24,186.55,104.45
2022-12-21,216.3,209.25,94.2
2022-12-22,194.27,191.73,88.65
2022-12-23,168.45,184.9,84.05
2022-12-28,49.86,55.74,75.5
2022-12-29,33.14,16.2,79.4
2022-12-30,16.9,17.48,75
2023-01-03,144.05,143.58,66
2023-01-04,97.02,55.2,62.4
2023-01-05,128.44,109.05,66
2023-01-06,121.08,116.87,65.35
2023-01-09,127.7,124.39,72.475
2023-01-10,123.97,121.65,67.4
2023-01-11,89.16,89.89,62.425
2023-01-12,82.63,68.27,64.8
2023-01-13,80.62,67.62,63.025
2023-01-16,138.03,135.51,55
2023-01-17,178.48,137.31,60
2023-01-18,158.03,148.05,63.2
2023-01-19,184.76,145.55,61.7
2023-01-20,186.86,181.42,69.725
2023-01-23,205.47,202.86,67
2023-01-24,204.19,202.75,59.05
2023-01-25,185.99,183.29,58.15
2023-01-26,171.01,165.72,56.025
2023-01-27,170.99,168.91,57.65
2023-01-30,163.93,69.23,56.525
2023-01-31,158.96,113.27,58.025
2023-02-01,151.34,91.56,59.725
2023-02-02,154.63,136.62,56
2023-02-03,141.92,104.01,59.975
2023-02-06,171.5,170.56,59.65
2023-02-07,175.78,173.7,55.11
2023-02-08,164.83,150.67,54.7
2023-02-09,179.43,132.21,54.4
2023-02-10,158.85,123.83,55
2023-02-13,163.21,163.58,53.1
2023-02-14,155.92,157.05,53.2
2023-02-15,149.77,143.33,54.65
2023-02-16,147.45,134.57,51.5
2023-02-17,132.03,77.54,48.6
2023-02-20,135.95,69.39,49.375
2023-02-21,153.48,125.72,49.475
2023-02-22,149.63,147.94,50.3
2023-02-23,149.06,146.01,50.15
2023-02-24,148.87,115.49,52.3
2023-02-27,155.35,148.84,47.95
2023-02-28,161.23,151.52,47.3
2023-03-01,152.84,142.06,48.7
2023-03-02,166.13,144.59,47.4
2023-03-03,161.79,134.82,46.025
2023-03-06,159.61,144,43.95
2023-03-07,151.81,108.5,45.225
2023-03-08,139.55,139.26,42.925
2023-03-09,126.75,128.91,45.75
2023-03-10,121.05,112.46,52.975
2023-03-13,42.45,43.63,48.75
2023-03-14,86.16,70.66,45.5
2023-03-15,144.17,124.47,43.2
2023-03-16,105.71,105.73,44.8
2023-03-17,102.85,96.69,41.15
2023-03-20,125.1,119.96,38.75
2023-03-21,114.83,112.5,41.25
2023-03-22,88.69,76.88,39.2
2023-03-23,80.79,75.73,42.25
2023-03-24,56.03,52.48,41.65
2023-03-27,121.26,85.01,43.025
2023-03-28,121.92,113.84,42.775
2023-03-29,114.26,115.85,42.5
2023-03-30,80.91,77.06,42.85
2023-03-31,74.83,96.3,47.175
2023-04-03,122.77,120.31,51.7
2023-04-04,136.08,134.17,46.575
2023-04-05,143.22,141.37,45.5
2023-04-06,129.01,122.41,43
2023-04-11,97.06,82.69,43.9
2023-04-12,105.65,105.66,44.15
2023-04-13,118.88,110.29,43.025
2023-04-14,129.92,129.55,41.25
2023-04-17,124.1,122.6,41.6
2023-04-18,111.21,108.67,42.525
2023-04-19,109.04,86.99,40.3
2023-04-20,114.73,111.31,41.15
2023-04-21,118.6,90.77,40.45
2023-04-24,107.46,101.85,39.625
2023-04-25,111.42,102.21,40
2023-04-26,117.88,112.03,38.9
2023-04-27,107.19,113.32,39.125
2023-04-28,105.94,106.8,37.7
2023-05-02,107.22,104.65,37.05
2023-05-03,91.42,107.12,36.475
2023-05-04,87.67,96.88,35
2023-05-05,99.11,94.8,35.925
2023-05-09,100.51,95.35,35.825
2023-05-10,100.98,108.98,34.95
